# module src/L/Condensation.lagda.md
# in-fence lines 6676
# GHCRTS -A64m -I0 -M8g
# command agda --profile=definitions src/L/Condensation.lagda.md
# load before 3.19 / 3.53 / 3.56
# load after  3.65 / 3.56 / 3.57
# wall seconds 133.48
# exit 0
Checking L.Condensation (/Users/alsg/Agentic/Bedrock/src/L/Condensation.lagda.md).
Total                                          131,311ms 
L.Condensation.ExistAgree.Leaf.drop-x               23ms 
L.Condensation.TmBranch._._._.tz'                   23ms 
L.Condensation.BotRow.σL-in                         23ms 
L.Condensation.Δ₀-sucAtL                            23ms 
L.Condensation.BndLeaf.eK                           23ms 
L.Condensation.ExistAgree.Leaf.lift-x               22ms 
L.Condensation.SuccSndRel.out                       22ms 
L.Condensation.AtomLeaf.wK                          22ms 
L.Condensation.BothSameRel.out                      22ms 
L.Condensation.ExistAgree.Leaf.xB                   22ms 
L.Condensation.OneSuccRel.out                       21ms 
L.Condensation.BndLeaf.xB                           21ms 
L.Condensation.TmBranch._._.hTagB                   21ms 
L.Condensation.UnFormAgree._.go                     21ms 
L.Condensation.BothSameRel.back                     21ms 
L.Condensation.BndLeaf.ySat                         21ms 
L.Condensation.ExistAgree.Leaf.bodyC                21ms 
L.Condensation.Δ₀-shapesBS                          21ms 
L.Condensation.UnaryShape.out                       21ms 
L.Condensation.KValue.consed                        21ms 
L.Condensation.ShapesAgree.back                     21ms 
L.Condensation.BndLeaf.ex-drop-e                    20ms 
L.Condensation.Δ₀-atomBodyB                         20ms 
L.Condensation.UnBareDecode.unBare-in               20ms 
L.Condensation.ImpLeaf.opOut                        20ms 
L.Condensation.AllInAgree.φB                        20ms 
L.Condensation.Clause.envBnd                        19ms 
L.Condensation.BndLeaf.ex-lift-e                    19ms 
L.Condensation.AtomLeaf.vK                          19ms 
L.Condensation.BndLeaf.wK'                          19ms 
L.Condensation.ExInAgree.φB                         19ms 
L.Condensation.DefBodyB                             19ms 
L.Condensation.keyU                                 19ms 
L.Condensation.AtomLeaf.tWM                         18ms 
L.Condensation.AtomLeaf.tVM                         18ms 
L.Condensation.EnvSet.app3                          18ms 
L.Condensation.TagAgree.out                         18ms 
L.Condensation.ExistAgree.Leaf.exist-lift-step      17ms 
L.Condensation.ExistAgree.Leaf.exist-drop-step      17ms 
L.Condensation.EnvSet.app3'                         17ms 
L.Condensation.BndLeaf.tVM                          17ms 
L.Condensation.KeyAgree.back                        16ms 
L.Condensation.SatGraphAgree._.eK                   16ms 
L.Condensation.EnvSet.entryK                        16ms 
L.Condensation.SatGraphAgree.sh3                    16ms 
L.Condensation.DefinesAgree.back                    16ms 
L.Condensation.Δ₀-envBndGen                         16ms 
L.Condensation.ExistAgree.Leaf.exist-lift           15ms 
L.Condensation.Imp.Δ₀-impBndAt                      15ms 
L.Condensation.BndLeaf.cSat                         15ms 
L.Condensation.extAtB→extAt                         15ms 
L.Condensation.ExistAgree.Leaf.exist-drop           15ms 
L.Condensation.KeyAgree.out                         15ms 
L.Condensation.EnvSet.app2                          14ms 
L.Condensation.ChainZ.xsingl∈prxy                   14ms 
L.Condensation.GraphEntry.bin                       14ms 
L.Condensation.Δ₀-arTagPairB                        14ms 
L.Condensation.TmBranch._.go                        14ms 
L.Condensation.KValue.Kenv                          14ms 
L.Condensation.DefinesAgree.out                     14ms 
L.Condensation.OneSameRel.back                      14ms 
L.Condensation.Δ₀-arTagPairBS                       14ms 
L.Condensation.succU                                14ms 
L.Condensation.Or.Δ₀-orBndAt                        14ms 
L.Condensation.AtomLeaf.cSat                        13ms 
L.Condensation.UnFormAgree.back                     13ms 
L.Condensation.KeyAgree._._.te'                     13ms 
L.Condensation.GraphEntry.un                        13ms 
L.Condensation.BinFrameAgree.back                   13ms 
L.Condensation.OneSameRel.out                       13ms 
L.Condensation.AllIn.Δ₀-allInBndAt                  13ms 
L.Condensation.And.Δ₀-andBndAt                      13ms 
L.Condensation.EqAgree.cmp                          13ms 
L.Condensation.EqAgree.φB                           12ms 
L.Condensation.BinFrameAgree._._.bK                 12ms 
L.Condensation.ExIn.Δ₀-exInBndAt                    12ms 
L.Condensation.MemAgree.cmp                         12ms 
L.Condensation.BinFormAgree.back                    12ms 
L.Condensation.Forall.Δ₀-forallBndAt                12ms 
L.Condensation.ImpLeaf.yaCore                       12ms 
L.Condensation.Δ₀-binFullAt                         12ms 
L.Condensation.bndBodyEx                            11ms 
L.Condensation.Δ₀-propBodyB                         11ms 
L.Condensation.MemAgree.φB                          11ms 
L.Condensation.DefinesAgree.bodyM                   11ms 
L.Condensation.EnvSet.memE-bnd                      11ms 
L.Condensation.SubValB2T.back                       11ms 
L.Condensation.ChainZ.entryK-tied-zK                11ms 
L.Condensation.EraseTransfer.σL-transfer            11ms 
L.Condensation.BndLeaf.xW                           11ms 
L.Condensation._.d2                                 11ms 
L.Condensation.ZeroPayRel.back                      11ms 
L.Condensation.ClauseAgree.out                      10ms 
L.Condensation.UnFrameAgree.back                    10ms 
L.Condensation.ChainZ.xK'                           10ms 
L.Condensation.ClauseAgree.back                     10ms 
L.Condensation.Neg.Δ₀-negBndAt                      10ms 
L.Condensation.KValue.i10                           10ms 
L.Condensation.ImpAgree.φB                          10ms 
L.Condensation.Δ₀-closedBS                          10ms 
L.Condensation.Δ₀-binEnvAt                          10ms 
L.Condensation.EnvSet.out                           10ms 
L.Condensation.ImpLeaf.ybCore                       10ms 
L.Condensation.DefinesAgree.bodyB                   10ms 
L.Condensation.bndBodyAll                           10ms 
L.Condensation.BinaryShape.innerK                   10ms 
L.Condensation._.dt                                 10ms 
L.Condensation.isTmBS                               10ms 

----- stderr -----

